match_type,pitch_type,weather,ground,your_team,opposition_team,bowler_name,bowler_type,wickets,runs,economy,did_bowler_do_well
ODI,Flat,Hot,Rajiv Gandhi Stadium,Sri Lanka,Pakistan,Pathirana,RightArmFast,1,90,10.0,0
ODI,Dry,Sunny,Arun Jaitley Stadium,Sri Lanka,South Africa,Pathirana,RightArmFast,1,95,9.5,0
ODI,Slow,Humid,R Premadasa Stadium,Sri Lanka,Pakistan,Pathirana,RightArmFast,3,65,8.12,0
ODI,Spinning,Cloudy,R Premadasa Stadium,Sri Lanka,Bangladesh,Pathirana,RightArmFast,3,58,6.33,0
ODI,Flat,Sunny,Gaddafi Stadium,Sri Lanka,Afghanistan,Pathirana,RightArmFast,1,63,6.3,0
ODI,Green,Overcast,Pallekele International,Sri Lanka,Bangladesh,Pathirana,RightArmFast,4,32,4.17,1
ODI,Slow,Dry,Harare Sports Club,Sri Lanka,West Indies,Pathirana,RightArmFast,1,61,6.1,0
ODI,Dry,Sunny,Harare Sports Club,Sri Lanka,Netherlands,Pathirana,RightArmFast,0,16,5.33,0
ODI,Flat,Windy,Mahinda Rajapaksa Intl.,Sri Lanka,Afghanistan,Pathirana,RightArmFast,1,66,7.47,0
ODI,Spinning,Cloudy,R Premadasa Stadium,Sri Lanka,India,Pathirana,RightArmFast,0,31,7.75,0
T20,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Afghanistan,Pathirana,RightArmFast,4,24,6.0,1
T20,Slow,Overcast,Rangiri Dambulla Intl.,Sri Lanka,New Zealand,Pathirana,RightArmFast,3,11,2.75,1
T20,Green,Windy,Daren Sammy Stadium,Sri Lanka,Netherlands,Pathirana,RightArmFast,2,12,3.0,1
T20,Flat,Humid,Pallekele International,Sri Lanka,India,Pathirana,RightArmFast,4,40,10.0,0
T20,Dry,Sunny,Pallekele International,Sri Lanka,India,Pathirana,RightArmFast,1,18,13.8,0
T20,Flat,Hot,Shere Bangla Stadium,Sri Lanka,Bangladesh,Pathirana,RightArmFast,0,42,10.5,0
T20,Slow,Cloudy,Nassau County Stadium,Sri Lanka,South Africa,Pathirana,RightArmFast,0,12,3.0,0
T20,Flat,Windy,Providence Stadium Guyana,Sri Lanka,West Indies,Pathirana,RightArmFast,2,27,8.1,0
T20,Dry,Sunny,Sylhet International Stadium,Sri Lanka,Bangladesh,Pathirana,RightArmFast,2,28,7.0,0
T20,Spinning,Humid,Rangiri Dambulla Intl.,Sri Lanka,New Zealand,Pathirana,RightArmFast,2,25,8.33,0
T20,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Afghanistan,Pathirana,RightArmFast,4,24,6.0,1
ODI,Green,Overcast,The Oval London,Sri Lanka,England,Pathirana,RightArmFast,1,61,6.1,0
T20,Flat,Dry,Eden Park Auckland,Sri Lanka,New Zealand,Pathirana,RightArmFast,1,37,9.25,0
ODI,Slow,Cloudy,Gaddafi Stadium Lahore,Sri Lanka,Pakistan,Pathirana,RightArmFast,3,65,8.12,0
T20,Dry,Sunny,Sylhet International Stadium,Sri Lanka,Bangladesh,Pathirana,RightArmFast,2,28,7.0,1
ODI,Flat,Hot,M Chinnaswamy Stadium Bengaluru,Sri Lanka,South Africa,Pathirana,RightArmFast,1,95,9.5,0
T20,Flat,Windy,Providence Stadium Guyana,Sri Lanka,West Indies,Pathirana,RightArmFast,2,27,8.1,0
ODI,Dry,Humid,Rangiri Dambulla Intl.,Sri Lanka,Afghanistan,Pathirana,RightArmFast,1,66,6.6,0
T20,Green,Overcast,Newlands Cape Town,Sri Lanka,Australia,Pathirana,RightArmFast,1,30,7.5,1
ODI,Dry,Sunny,Queens Sports Club Bulawayo,Sri Lanka,Zimbabwe,Pathirana,RightArmFast,2,18,3.6,1
T20,Flat,Sunny,Sylhet International Stadium,Sri Lanka,Bangladesh,Thushara,RightArmFast,5,20,5.0,1
T20,Dry,Humid,R Premadasa Stadium,Sri Lanka,India,Thushara,RightArmFast,0,43,10.75,0
T20,Green,Overcast,Sydney Cricket Ground,Sri Lanka,Australia,Thushara,RightArmFast,2,37,9.25,0
T20,Spinning,Dry,Grand Prairie Stadium,Sri Lanka,Bangladesh,Thushara,RightArmFast,4,18,4.5,1
T20,Flat,Windy,Daren Sammy Stadium,Sri Lanka,Netherlands,Thushara,RightArmFast,3,24,6.0,1
ODI,Dry,Hot,R Premadasa Stadium,Sri Lanka,Australia,Thushara,RightArmFast,2,33,4.12,0
ODI,Green,Cloudy,Pallekele International,Sri Lanka,Zimbabwe,Thushara,RightArmFast,1,68,6.8,0
ODI,Flat,Sunny,Mahinda Rajapaksha Intl.,Sri Lanka,Australia,Thushara,RightArmFast,1,62,6.2,0
ODI,Dry,Humid,Galle International Stadium,Sri Lanka,New Zealand,Thushara,RightArmFast,0,30,6.0,0
ODI,Slow,Overcast,Sharjah Cricket Stadium,Sri Lanka,Pakistan,Thushara,RightArmFast,1,42,4.2,0
T20,Flat,Hot,Sheikh Zayed Stadium,Sri Lanka,Afghanistan,Thushara,RightArmFast,4,18,4.5,1
T20,Dry,Sunny,Dubai International,Sri Lanka,Pakistan,Thushara,RightArmFast,0,29,9.67,0
T20,Slow,Cloudy,Harare Sports Club,Sri Lanka,Zimbabwe,Thushara,RightArmFast,0,30,10.0,0
T20,Spinning,Humid,Pallekele International,Sri Lanka,Bangladesh,Thushara,RightArmFast,1,42,10.5,0
T20,Flat,Overcast,Rangiri Dambulla,Sri Lanka,New Zealand,Thushara,RightArmFast,2,22,5.5,0
T20,Green,Overcast,Rangiri Dambulla,Sri Lanka,New Zealand,Thushara,RightArmFast,2,14,3.5,1
T20,Dry,Cloudy,Rangiri Dambulla,Sri Lanka,West Indies,Thushara,RightArmFast,1,27,6.75,0
T20,Flat,Hot,Wankhede Stadium,Sri Lanka,Lucknow Super Giants,Thushara,RightArmFast,3,28,7.0,1
T20,Green,Sunny,Nassau County Stadium,Sri Lanka,South Africa,Thushara,RightArmFast,0,28,7.0,0
T20,Slow,Humid,Rangiri Dambulla,Sri Lanka,West Indies,Thushara,RightArmFast,0,9,3.0,0
ODI,Slow,Hot,NCC Ground Colombo,Sri Lanka,Nugegoda SC,Thushara,RightArmFast,4,35,4.38,1
ODI,Spinning,Sunny,SSC Ground Colombo,Sri Lanka,Saracens SC,Thushara,RightArmFast,3,22,3.67,1
ODI,Flat,Cloudy,Colombo Cricket Club,Sri Lanka,Sebastianites,Thushara,RightArmFast,1,28,4.0,0
ODI,Green,Overcast,Ragama Ground,Sri Lanka,Ragama CC,Thushara,RightArmFast,0,41,5.86,0
ODI,Dry,Humid,Colts Ground,Sri Lanka,Colts CC,Thushara,RightArmFast,2,19,3.17,1
ODI,Flat,Hot,Ace Capital Ground,Sri Lanka,Ace Capital,Thushara,RightArmFast,2,45,5.0,0
ODI,Slow,Sunny,Kurunegala Ground,Sri Lanka,Kurunegala YCC,Thushara,RightArmFast,1,31,4.43,0
ODI,Dry,Humid,Police Park,Sri Lanka,Police SC,Thushara,RightArmFast,1,44,5.5,0
ODI,Slow,Overcast,NCC Ground,Sri Lanka,Panadura SC,Thushara,RightArmFast,1,30,6.0,0
ODI,Green,Cloudy,Galle International,Sri Lanka,Galle CC,Thushara,RightArmFast,2,25,5.0,0

T20,Dry,Humid,Dubai International Stadium,Sri Lanka,Bangladesh,A.Fernando,RightArmFast,1,51,12.75,0
T20,Flat,Sunny,R Premadasa Stadium,Sri Lanka,India,A.Fernando,RightArmFast,1,11,5.5,0
T20,Spinning,Hot,Sharjah Cricket Stadium,Sri Lanka,Afghanistan,A.Fernando,RightArmFast,0,34,8.5,0
T20,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,West Indies,A.Fernando,RightArmFast,0,37,9.25,0
T20,Dry,Overcast,Sylhet International Stadium,Sri Lanka,India,A.Fernando,RightArmFast,1,47,11.75,0
ODI,Slow,Cloudy,Shere Bangla Stadium,Sri Lanka,Bangladesh,A.Fernando,RightArmFast,4,35,4.37,1
ODI,Green,Overcast,Hagley Oval Christchurch,Sri Lanka,New Zealand,A.Fernando,RightArmFast,3,26,4.33,1
ODI,Flat,Sunny,Mahinda Rajapaksha Intl.,Sri Lanka,Zimbabwe,A.Fernando,RightArmFast,3,50,5.0,0
ODI,Dry,Humid,R Premadasa Stadium,Sri Lanka,Australia,A.Fernando,RightArmFast,3,23,3.28,1
ODI,Green,Overcast,Seddon Park Hamilton,Sri Lanka,New Zealand,A.Fernando,RightArmFast,2,37,4.11,0
ODI,Flat,Sunny,Gaddafi Stadium,Sri Lanka,Pakistan,A.Fernando,RightArmFast,0,66,7.92,0
ODI,Slow,Overcast,Multan Cricket Stadium,Sri Lanka,Pakistan,A.Fernando,RightArmFast,1,42,4.2,1
ODI,Dry,Sunny,Harare Sports Club,Sri Lanka,Zimbabwe,A.Fernando,RightArmFast,2,67,7.44,0
ODI,Green,Cloudy,Harare Sports Club,Sri Lanka,Zimbabwe,A.Fernando,RightArmFast,3,50,5.0,1
ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Bangladesh,A.Fernando,RightArmFast,3,33,4.71,1
ODI,Dry,Overcast,R Premadasa Stadium,Sri Lanka,Bangladesh,A.Fernando,RightArmFast,4,35,3.88,1
ODI,Slow,Sunny,R Premadasa Stadium,Sri Lanka,Bangladesh,A.Fernando,RightArmFast,1,38,7.6,0
ODI,Green,Humid,Pallekele Intl. Stadium,Sri Lanka,Australia,A.Fernando,RightArmFast,3,23,5.75,1
ODI,Flat,Sunny,Pallekele Intl. Stadium,Sri Lanka,Australia,A.Fernando,RightArmFast,2,23,4.6,1
ODI,Green,Overcast,Hagley Oval,Sri Lanka,New Zealand,A.Fernando,RightArmFast,3,26,3.71,1
T20,Flat,Humid,Pallekele Intl. Stadium,Sri Lanka,India,A.Fernando,RightArmFast,1,47,11.75,0
T20,Slow,Cloudy,Dubai International Stadium,Sri Lanka,India,A.Fernando,RightArmFast,0,28,14.0,1
T20,Flat,Sunny,R Premadasa Stadium,Jaffna Kings,Galle Marvels,A.Fernando,RightArmFast,3,35,8.75,1
T20,Dry,Windy,Rangiri Dambulla Intl.,Jaffna Kings,Colombo Strikers,A.Fernando,RightArmFast,2,38,9.5,1
T20,Flat,Sunny,Rangiri Dambulla Intl.,Jaffna Kings,Dambulla Sixers,A.Fernando,RightArmFast,2,25,6.25,1
T20,Slow,Humid,Pallekele Intl. Stadium,Jaffna Kings,Kandy Falcons,A.Fernando,RightArmFast,1,19,9.5,1
T20,Flat,Overcast,Pallekele Intl. Stadium,Jaffna Kings,Kandy Falcons,A.Fernando,RightArmFast,0,35,10.93,0
T20,Dry,Sunny,R Premadasa Stadium,Jaffna Kings,Galle Marvels,A.Fernando,RightArmFast,0,33,11.0,0
T20,Slow,Windy,R Premadasa Stadium,Jaffna Kings,Kandy Falcons,A.Fernando,RightArmFast,0,43,10.75,1
T20,Green,Cloudy,Daren Sammy Stadium,Sri Lanka,West Indies,A.Fernando,RightArmFast,0,37,9.25,1

ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Zimbabwe,Hasaranga,RightArmLegBreak,7,19,3.45,1
ODI,Dry,Sunny,Sydney Cricket Ground,Sri Lanka,Australia,Hasaranga,RightArmLegBreak,3,54,5.4,0
ODI,Flat,Overcast,The Oval London,Sri Lanka,South Africa,Hasaranga,RightArmLegBreak,2,45,4.5,0
ODI,Green,Cloudy,McLean Park Napier,Sri Lanka,New Zealand,Hasaranga,RightArmLegBreak,2,28,4.66,0
ODI,Slow,Hot,Gros Islet,Sri Lanka,West Indies,Hasaranga,RightArmLegBreak,1,42,4.2,0
T20,Spinning,Humid,R Premadasa Stadium,Sri Lanka,India,Hasaranga,RightArmLegBreak,4,9,2.25,1
T20,Flat,Dry,Gaddafi Stadium Lahore,Sri Lanka,Pakistan,Hasaranga,RightArmLegBreak,3,21,5.25,1
T20,Dry,Windy,Dubai International Stadium,Sri Lanka,Australia,Hasaranga,RightArmLegBreak,3,20,5.0,1
T20,Flat,Sunny,Rawalpindi Cricket Stadium,Sri Lanka,Pakistan,Hasaranga,RightArmLegBreak,2,31,7.75,0
T20,Green,Overcast,Newlands Cape Town,Sri Lanka,South Africa,Hasaranga,RightArmLegBreak,3,38,9.5,0
ODI,Slow,Overcast,Pallekele Intl. Stadium,Sri Lanka,West Indies,Hasaranga,RightArmLegBreak,4,40,4.0,1
ODI,Spinning,Humid,Pallekele Intl. Stadium,Sri Lanka,West Indies,Hasaranga,RightArmLegBreak,2,18,3.0,1
ODI,Flat,Sunny,Queens Sports Club,Sri Lanka,UAE,Hasaranga,RightArmLegBreak,6,24,3.0,1
ODI,Dry,Sunny,Bulawayo Athletic Club,Sri Lanka,Oman,Hasaranga,RightArmLegBreak,5,13,1.81,1
ODI,Flat,Hot,Queens Sports Club,Sri Lanka,Ireland,Hasaranga,RightArmLegBreak,5,79,7.9,1
ODI,Spinning,Sunny,Harare Sports Club,Sri Lanka,Netherlands,Hasaranga,RightArmLegBreak,2,35,3.8,1
ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,India,Hasaranga,RightArmLegBreak,3,58,5.8,0
ODI,Slow,Cloudy,Pallekele Intl. Stadium,Sri Lanka,Afghanistan,Hasaranga,RightArmLegBreak,1,34,3.4,1
ODI,Flat,Sunny,Multan Cricket Stadium,Sri Lanka,Pakistan,Hasaranga,RightArmLegBreak,3,54,5.4,0
ODI,Spinning,Overcast,R Premadasa Stadium,Sri Lanka,Bangladesh,Hasaranga,RightArmLegBreak,2,35,4.04,1
T20,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,New Zealand,Hasaranga,RightArmLegBreak,4,17,4.25,0
T20,Dry,Sunny,Rangiri Dambulla Intl.,Sri Lanka,New Zealand,Hasaranga,RightArmLegBreak,2,20,5.0,1
T20,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,West Indies,Hasaranga,RightArmLegBreak,2,24,6.0,1
T20,Slow,Humid,Pallekele Intl. Stadium,Sri Lanka,India,Hasaranga,RightArmLegBreak,1,28,7.0,0
T20,Slow,Sunny,Nassau County Stadium,Sri Lanka,South Africa,Hasaranga,RightArmLegBreak,2,22,5.5,0
T20,Flat,Humid,Grand Prairie Stadium,Sri Lanka,Bangladesh,Hasaranga,RightArmLegBreak,2,32,8.0,0
T20,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,Afghanistan,Hasaranga,RightArmLegBreak,2,19,4.75,1
T20,Dry,Sunny,Rangiri Dambulla Intl.,Sri Lanka,Afghanistan,Hasaranga,RightArmLegBreak,1,20,5.0,1
T20,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Zimbabwe,Hasaranga,RightArmLegBreak,2,19,4.75,1
T20,Flat,Dry,Rawalpindi Stadium,Sri Lanka,Pakistan,Hasaranga,RightArmLegBreak,1,27,6.75,1

T20,Spinning,Humid,Sharjah Cricket Stadium,Sri Lanka,Ireland,Theekshana,RightArmOffBreak,3,17,4.25,1
T20,Flat,Dry,R Premadasa Stadium,Sri Lanka,West Indies,Theekshana,RightArmOffBreak,2,19,4.75,1
T20,Green,Overcast,Gabba Brisbane,Sri Lanka,Australia,Theekshana,RightArmOffBreak,2,37,9.25,0
T20,Dry,Sunny,Dubai International Stadium,Sri Lanka,India,Theekshana,RightArmOffBreak,1,36,9.0,0
T20,Flat,Windy,Pallekele International,Sri Lanka,Zimbabwe,Theekshana,RightArmOffBreak,2,23,5.75,0
ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,South Africa,Theekshana,RightArmOffBreak,4,37,4.0,1
ODI,Green,Cloudy,Seddon Park Hamilton,Sri Lanka,New Zealand,Theekshana,RightArmOffBreak,4,44,5.5,0
ODI,Dry,Hot,Queens Sports Club Bulawayo,Sri Lanka,West Indies,Theekshana,RightArmOffBreak,3,25,3.12,1
ODI,Flat,Sunny,Mahinda Rajapaksha Intl.,Sri Lanka,Australia,Theekshana,RightArmOffBreak,2,32,3.55,0
ODI,Slow,Overcast,National Cricket Stadium,Sri Lanka,Pakistan,Theekshana,RightArmOffBreak,1,37,3.7,0
T20,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,West Indies,Theekshana,RightArmOffBreak,2,7,1.75,1
T20,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,West Indies,Theekshana,RightArmOffBreak,2,19,4.75,1
T20,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,New Zealand,Theekshana,RightArmOffBreak,1,16,4.0,0
T20,Flat,Windy,Rangiri Dambulla Intl.,Sri Lanka,New Zealand,Theekshana,RightArmOffBreak,1,21,5.25,1
T20,Green,Cloudy,Bay Oval Mt Maunganui,Sri Lanka,New Zealand,Theekshana,RightArmOffBreak,2,29,7.25,1
T20,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Bangladesh,Theekshana,RightArmOffBreak,2,37,9.25,0
T20,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Bangladesh,Theekshana,RightArmOffBreak,1,30,7.5,1
T20,Flat,Sunny,Gaddafi Stadium Lahore,Sri Lanka,Pakistan,Theekshana,RightArmOffBreak,0,22,5.5,0
T20,Slow,Sunny,Nassau County Intl.,Sri Lanka,South Africa,Theekshana,RightArmOffBreak,0,16,4.0,0
T20,Dry,Hot,Grand Prairie Stadium,Sri Lanka,Bangladesh,Theekshana,RightArmOffBreak,0,25,6.25,0
ODI,Slow,Overcast,Pallekele Intl. Stadium,Sri Lanka,New Zealand,Theekshana,RightArmOffBreak,3,31,3.44,1
ODI,Slow,Overcast,Pallekele Intl. Stadium,Sri Lanka,New Zealand,Theekshana,RightArmOffBreak,2,32,3.55,1
ODI,Green,Overcast,Seddon Park Hamilton,Sri Lanka,New Zealand,Theekshana,RightArmOffBreak,4,44,5.5,0
ODI,Green,Sunny,Seddon Park Hamilton,Sri Lanka,New Zealand,Theekshana,RightArmOffBreak,3,35,3.5,0
ODI,Slow,Overcast,Pallekele Intl. Stadium,Sri Lanka,West Indies,Theekshana,RightArmOffBreak,3,25,2.77,1
ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,India,Theekshana,RightArmOffBreak,2,45,4.5,1
ODI,Spinning,Overcast,R Premadasa Stadium,Sri Lanka,Zimbabwe,Theekshana,RightArmOffBreak,4,31,3.1,1
ODI,Flat,Sunny,Multan Cricket Stadium,Sri Lanka,Pakistan,Theekshana,RightArmOffBreak,1,37,3.7,0
ODI,Flat,Sunny,Multan Cricket Stadium,Sri Lanka,Pakistan,Theekshana,RightArmOffBreak,1,64,6.4,0
ODI,Flat,Sunny,Pallekele Intl. Stadium,Sri Lanka,Afghanistan,Theekshana,RightArmOffBreak,0,25,2.5,0

ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,India,Wellalage,LeftArmOrthodox,5,27,5.29,1
ODI,Dry,Sunny,MA Chidambaram Stadium,Sri Lanka,Australia,Wellalage,LeftArmOrthodox,1,53,5.3,0
ODI,Flat,Hot,R Premadasa Stadium,Sri Lanka,Australia,Wellalage,LeftArmOrthodox,4,35,4.82,1
ODI,Green,Overcast,Rajiv Gandhi Stadium,Sri Lanka,Pakistan,Wellalage,LeftArmOrthodox,0,62,6.2,0
ODI,Slow,Cloudy,Pallekele International,Sri Lanka,Bangladesh,Wellalage,LeftArmOrthodox,2,33,4.12,0
T20,Flat,Dry,Rangiri Dambulla Intl.,Sri Lanka,West Indies,Wellalage,LeftArmOrthodox,3,9,2.25,1
T20,Spinning,Humid,R Premadasa Stadium,Sri Lanka,India,Wellalage,LeftArmOrthodox,2,39,9.75,0
T20,Flat,Windy,Pallekele International,Sri Lanka,New Zealand,Wellalage,LeftArmOrthodox,3,20,5.0,1
T20,Dry,Sunny,Dubai International Stadium,Sri Lanka,Afghanistan,Wellalage,LeftArmOrthodox,1,49,12.25,0
T20,Green,Overcast,Seddon Park Hamilton,Sri Lanka,Bangladesh,Wellalage,LeftArmOrthodox,0,36,9.0,0
ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,India,Wellalage,LeftArmOrthodox,5,40,4.0,0
ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,India,Wellalage,LeftArmOrthodox,0,41,4.1,0
ODI,Spinning,Humid,R Premadasa Stadium,Sri Lanka,Pakistan,Wellalage,LeftArmOrthodox,1,40,4.44,1
ODI,Slow,Sunny,Pallekele International,Sri Lanka,Afghanistan,Wellalage,LeftArmOrthodox,2,38,3.8,1
